Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name,States
City Queen Bus Service,Non AC Seater (2+2),20:50:00,02:00:00,05:10:00,250.0,14,3.5,https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura,South bengal
City Queen Bus Service,Non AC Seater (2+2),21:30:00,03:30:00,06:00:00,285.0,18,2.3,https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura,South bengal
WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|13:45,Volvo AC Seater (2+2),13:45:00,17:40:00,03:55:00,430.0,20,4.3,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South bengal
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:00:00,18:00:00,05:00:00,524.0,22,4.4,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South bengal
Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),13:00:00,18:00:00,05:00:00,524.0,18,4.2,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal),South bengal
SBSTC-KOLKATA - MIDNAPUR - 14:00 (MID DEPOT) - 3150,Non AC Seater (2+3),14:00:00,17:00:00,03:00:00,110.0,48,3.7,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore,South bengal
SBSTC-KARUNAMOYEE - MIDNAPUR - 13:00 (MID DEPOT) - 976,Non AC Seater (2+3),14:30:00,17:30:00,03:00:00,110.0,45,4.0,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore,South bengal
SBSTC-KOLKATA - MIDNAPUR - 15:30 (MID DEPOT) - 595,Non AC Seater (2+3),15:30:00,18:30:00,03:00:00,110.0,42,2.5,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore,South bengal
SBSTC-KARUNAMOYEE - MIDNAPUR - VIA - ECOPARK - 16:00 (MI - 4001,Express Non AC Seater 2+3,16:00:00,19:30:00,03:30:00,130.0,39,3.5,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore,South bengal
SBSTC-KOLKATA - MIDNAPUR - A/C - 16:30 (MID DEPOT) - 2851,AC Seater (2+2),16:30:00,19:30:00,03:00:00,190.0,19,4.9,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore,South bengal
SBSTC-JHARGRAM - KARUNAMOYEE - VIA - KOLKATA - 13:35 - 1764,Non AC Seater (2+3),13:35:00,00:00:00,10:25:00,142.0,9,3.7,https://www.redbus.in/bus-tickets/jhargram-to-kolkata,Jhargram to Kolkata,South bengal
SBSTC-JHARGRAM - GARIA - VIA - CHOWRANGE-KOLKATA - 14:10 - 2214,Non AC Seater (2+3),14:10:00,00:00:00,09:50:00,160.0,23,3.8,https://www.redbus.in/bus-tickets/jhargram-to-kolkata,Jhargram to Kolkata,South bengal
SBSTC-JHARGRAM - KARUNAMOYEE - VIA-LODHASULI - 15:40 (JH - 3799,Non AC Seater (2+3),15:40:00,00:00:00,08:20:00,150.0,38,3.9,https://www.redbus.in/bus-tickets/jhargram-to-kolkata,Jhargram to Kolkata,South bengal
WBTC (CTC) KARUNAMOYEE (Salt Lake) -DIGHA - 102|15:25,Non AC Seater (2+3),15:25:00,19:00:00,03:35:00,134.0,45,3.5,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South bengal
Parameswar Travels,A/C Seater Push Back (2+3),13:10:00,16:50:00,03:40:00,238.0,46,3.4,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South bengal
City Express (Maa Chandi),AC Seater (2+3),13:35:00,17:05:00,03:30:00,270.0,21,3.7,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South bengal
ADHIKARY PARIBAHAN,A/C Seater (2+3),15:15:00,19:00:00,03:45:00,246.0,39,0.0,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi),South bengal
SBSTC-KOLKATA - DIGHA - 13:45 (MID DEPOT) - 971,Non AC Seater (2+3),13:45:00,00:00:00,10:15:00,80.0,50,5.0,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,South bengal
SBSTC-KOLKATA - HALDIA - SPL - 14:05 (Haldia Depot) - 3015,Non AC Seater (2+3),14:05:00,00:00:00,09:55:00,80.0,41,4.5,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,South bengal
SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),16:30:00,00:00:00,07:30:00,78.0,50,4.2,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,South bengal
SBSTC-KOLKATA - HALDIA - 16:30 (Haldia Depot) - 809,Non AC Seater (2+3),16:30:00,00:00:00,07:30:00,80.0,36,4.1,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,South bengal
SBSTC-KOLKATA - NANDIGRAM - 16:45 (HWH DEPOT) - 602,Non AC Seater (2+3),16:45:00,00:00:00,07:15:00,78.0,52,3.9,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri,South bengal
SBSTC-DIGHA - DURGAPUR - VIA - BISHNUPUR - 2/2 - 20:30 - 3808,Non AC Seater (2+2),20:30:00,04:40:00,08:10:00,233.0,7,3.8,https://www.redbus.in/bus-tickets/digha-to-durgapur,Digha to Durgapur (West Bengal),South bengal
SBSTC-DIGHA - ASANSOL - VIA - MEDINIPUR-DURGAPUR - 21:30 - 1553,Non AC Seater (2+3),21:30:00,06:00:00,08:30:00,238.0,39,3.4,https://www.redbus.in/bus-tickets/digha-to-durgapur,Digha to Durgapur (West Bengal),South bengal
Basu Travels,A/C Seater / Sleeper (2+2),23:59:00,02:00:00,02:01:00,319.0,32,2.8,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal),South bengal
Subhadip Travels(Kojagar),Non AC Seater (2+3),16:50:00,19:15:00,02:25:00,288.0,31,4.2,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal),South bengal
Subhadip Travels(Radha Gobinda),A/C Seater (2+3),15:25:00,18:30:00,03:05:00,288.0,66,4.2,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal),South bengal
Subhadip Travels,A/C Executive (2+3),17:20:00,18:50:00,01:30:00,288.0,46,4.2,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal),South bengal
SBSTC-KOLKATA - DIGHA - 13:45 (MID DEPOT) - 971,Non AC Seater (2+3),13:45:00,00:00:00,10:15:00,65.0,50,4.2,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat,South bengal
SBSTC-KOLKATA - MIDNAPUR - 14:00 (MID DEPOT) - 3150,Non AC Seater (2+3),14:00:00,00:00:00,10:00:00,64.0,51,4.2,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat,South bengal
SBSTC-KOLKATA - GOPIBALLAVPUR - 14:15 - 3991,Non AC Seater (2+3),14:15:00,00:00:00,09:45:00,64.0,52,4.2,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat,South bengal
SBSTC-KARUNAMOYEE - MIDNAPUR - 13:00 (MID DEPOT) - 976,Non AC Seater (2+3),14:30:00,00:00:00,09:30:00,65.0,51,4.2,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat,South bengal
SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),15:15:00,00:00:00,08:45:00,80.0,50,4.2,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat,South bengal
SBSTC-KOLKATA - DIGHA - 13:45 (MID DEPOT) - 971,Non AC Seater (2+3),13:45:00,00:00:00,10:15:00,68.0,50,4.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal),South bengal
SBSTC-KOLKATA - HALDIA - SPL - 14:05 (Haldia Depot) - 3015,Non AC Seater (2+3),14:05:00,00:00:00,09:55:00,68.0,43,4.6,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal),South bengal
SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),15:15:00,00:00:00,08:45:00,80.0,50,4.1,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal),South bengal
SBSTC-KOLKATA - HALDIA - 16:30 (Haldia Depot) - 809,Non AC Seater (2+3),16:30:00,00:00:00,07:30:00,68.0,28,4.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal),South bengal
SBSTC-KOLKATA - NANDIGRAM - 16:45 (HWH DEPOT) - 602,Non AC Seater (2+3),16:45:00,00:00:00,07:15:00,68.0,52,2.4,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal),South bengal
SBSTC-DURGAPUR - HABRA - VIA - DUNLOP - 14:05 (DGP DEPOT - 243,Non AC Seater (2+3),14:05:00,17:35:00,03:30:00,155.0,3,3.7,https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal,Durgapur (West Bengal) to Barasat (West Bengal),South bengal
WBTC (CTC) Habra - Barasat - Durgapur - Asansol - 100|14:25,Non AC Seater (2+3),14:25:00,17:25:00,03:00:00,147.0,15,3.4,https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal,Durgapur (West Bengal) to Barasat (West Bengal),South bengal
SBSTC-KOLKATA - DIGHA - 13:45 (MID DEPOT) - 971,Non AC Seater (2+3),13:45:00,00:00:00,10:15:00,96.0,50,3.8,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal),South bengal
SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),15:15:00,00:00:00,08:45:00,108.0,50,3.9,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal),South bengal
SBSTC-KOLKATA - NANDIGRAM - 16:45 (HWH DEPOT) - 602,Non AC Seater (2+3),16:45:00,00:00:00,07:15:00,96.0,52,2.9,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal),South bengal
SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),23:45:00,00:00:00,00:15:00,96.0,48,3.8,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal),South bengal
SBSTC-BERHAMPUR - DURGAPUR - VIA - SURI - 14:30 - 1029,Non AC Seater (2+3),14:30:00,18:30:00,04:00:00,163.0,50,2.0,https://www.redbus.in/bus-tickets/berhampore-to-durgapur,Berhampore (West Bengal) to Durgapur (West Bengal),South bengal
SBSTC-BERHAMPUR - DURGAPUR - VIA - SURI - 15:20 - 1030,Non AC Seater (2+3),15:20:00,19:20:00,04:00:00,163.0,51,2.9,https://www.redbus.in/bus-tickets/berhampore-to-durgapur,Berhampore (West Bengal) to Durgapur (West Bengal),South bengal
SBSTC-DURGAPUR - DIGHA - VIA - MIDNAPUR - 2/2 - 20:00 (D - 3807,Non AC Seater (2+2),20:00:00,04:45:00,08:45:00,238.0,11,3.9,https://www.redbus.in/bus-tickets/durgapur-to-digha,Durgapur (West Bengal) to Digha,South bengal
SBSTC-DURGAPUR - BERHAMPUR - VIA - SURI - 14:05 (BRP DEP - 1107,Non AC Seater (2+3),14:05:00,18:05:00,04:00:00,163.0,52,3.3,https://www.redbus.in/bus-tickets/durgapur-to-berhampore,Durgapur (West Bengal) to Berhampore (West Bengal),South bengal
SBSTC-DURGAPUR - BERHAMPUR - VIA - SURI - 15:40 (BRP DEP - 1109,Non AC Seater (2+3),15:40:00,19:40:00,04:00:00,163.0,49,3.8,https://www.redbus.in/bus-tickets/durgapur-to-berhampore,Durgapur (West Bengal) to Berhampore (West Bengal),South bengal
The Joy Ride,A/C Seater / Sleeper (2+2),21:15:00,03:35:00,06:20:00,520.0,25,3.7,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal),South bengal
Satya Paribahan,A/C Seater (2+3),23:00:00,05:10:00,06:10:00,350.0,25,3.3,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal),South bengal
Rudraksha City Service,A/C Seater (2+3),13:00:00,18:26:00,05:26:00,450.0,52,2.1,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal),South bengal
WBTC (CTC) KARUNAMOYEE (Salt Lake) -DIGHA - 102|15:25,Non AC Seater (2+3),15:25:00,18:30:00,03:05:00,115.0,45,3.8,https://www.redbus.in/bus-tickets/kolkata-to-heria,Kolkata to Heria,South bengal
Basu Travels,A/C Seater / Sleeper (2+2),23:59:00,03:00:00,03:01:00,319.0,32,2.8,https://www.redbus.in/bus-tickets/kolkata-to-heria,Kolkata to Heria,South bengal
Basu Travels,A/C Seater Push Back (2+3),23:55:00,02:45:00,02:50:00,375.0,61,2.8,https://www.redbus.in/bus-tickets/kolkata-to-heria,Kolkata to Heria,South bengal
Basu Travels,A/C Seater Push Back (2+3),23:30:00,02:55:00,03:25:00,271.0,20,2.8,https://www.redbus.in/bus-tickets/kolkata-to-heria,Kolkata to Heria,South bengal
SANTOSH BUS SERVICE,AC Seater (2+3),13:30:00,17:10:00,03:40:00,349.0,36,3.6,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,Kolkata to Bajkul (West Bengal),South bengal
Basu Travels,A/C Seater Push Back (2+3),14:25:00,17:20:00,02:55:00,319.0,30,2.8,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,Kolkata to Bajkul (West Bengal),South bengal
Bengal Surface Transport,A/C Seater Push Back (2+3),14:29:00,17:20:00,02:51:00,303.0,41,2.9,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,Kolkata to Bajkul (West Bengal),South bengal
Basu Travels,A/C Seater Push Back (2+3),14:32:00,17:10:00,02:38:00,312.0,20,2.8,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,Kolkata to Bajkul (West Bengal),South bengal
SBSTC-KOLKATA - MIDNAPUR - 14:00 (MID DEPOT) - 3150,Non AC Seater (2+3),14:00:00,00:00:00,10:00:00,88.0,51,3.7,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra,South bengal
SBSTC-KOLKATA - GOPIBALLAVPUR - 14:15 - 3991,Non AC Seater (2+3),14:15:00,00:00:00,09:45:00,88.0,52,3.7,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra,South bengal
SBSTC-KARUNAMOYEE - MIDNAPUR - 13:00 (MID DEPOT) - 976,Non AC Seater (2+3),14:30:00,00:00:00,09:30:00,88.0,51,3.7,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra,South bengal
SBSTC-KOLKATA - MIDNAPUR - 15:30 (MID DEPOT) - 595,Non AC Seater (2+3),15:30:00,00:00:00,08:30:00,88.0,51,3.7,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra,South bengal
SBSTC-ASANSOL - BELDA - VIA - KOLKATA - 08:50 (ASN DEPOT - 3989,Non AC Seater (2+3),16:00:00,00:00:00,08:00:00,88.0,52,3.7,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra,South bengal
Basu Travels,A/C Seater Push Back (2+3),14:25:00,19:00:00,04:35:00,319.0,30,2.8,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,Kolkata to Ramnagar (West Bengal),South bengal
Bengal Surface Transport,A/C Seater Push Back (2+3),14:29:00,18:35:00,04:06:00,303.0,41,2.9,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,Kolkata to Ramnagar (West Bengal),South bengal
Basu Travels,A/C Seater Push Back (2+3),14:32:00,18:45:00,04:13:00,312.0,20,2.8,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,Kolkata to Ramnagar (West Bengal),South bengal
Bengal Surface Transport,A/C Seater Push Back (2+3),23:20:00,04:00:00,04:40:00,335.0,61,2.9,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,Kolkata to Ramnagar (West Bengal),South bengal
SBSTC-KOLKATA - KIRNAHAR - 14:35 (BWN DEPOT) - 1047,Non AC Seater (2+3),14:35:00,20:05:00,05:30:00,150.0,50,3.4,https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal,Kolkata to Kirnahar (West Bengal),South bengal
SBSTC-KOLKATA - LANGALHATA - 15:15 (BWN DEPOT) - 1849,Non AC Seater (2+3),15:15:00,20:45:00,05:30:00,150.0,48,3.5,https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal,Kolkata to Kirnahar (West Bengal),South bengal
SBSTC-KOLKATA - LABPUR - 16:35 (HWH DEPOT) - 3238,Non AC Seater (2+3),16:35:00,22:05:00,05:30:00,150.0,48,2.8,https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal,Kolkata to Kirnahar (West Bengal),South bengal
SBSTC-KOLKATA - JHARGRAM - VIA - LODHASULI - 16:50 - 1394,Non AC Seater (2+3),16:50:00,00:00:00,07:10:00,139.0,47,3.2,https://www.redbus.in/bus-tickets/kolkata-to-jhargram,Kolkata to Jhargram,South bengal
SBSTC-KOLKATA - MIDNAPUR - 14:00 (MID DEPOT) - 3150,Non AC Seater (2+3),14:00:00,00:00:00,10:00:00,75.0,50,4.3,https://www.redbus.in/bus-tickets/kolkata-to-panskura,Kolkata to Panskura,South bengal
SBSTC-KOLKATA - GOPIBALLAVPUR - 14:15 - 3991,Non AC Seater (2+3),14:15:00,00:00:00,09:45:00,75.0,52,4.3,https://www.redbus.in/bus-tickets/kolkata-to-panskura,Kolkata to Panskura,South bengal
SBSTC-KARUNAMOYEE - MIDNAPUR - 13:00 (MID DEPOT) - 976,Non AC Seater (2+3),14:30:00,00:00:00,09:30:00,75.0,47,4.3,https://www.redbus.in/bus-tickets/kolkata-to-panskura,Kolkata to Panskura,South bengal
SBSTC-KOLKATA - MIDNAPUR - 15:30 (MID DEPOT) - 595,Non AC Seater (2+3),15:30:00,00:00:00,08:30:00,75.0,44,4.3,https://www.redbus.in/bus-tickets/kolkata-to-panskura,Kolkata to Panskura,South bengal
SBSTC-KARUNAMOYEE - MIDNAPUR - VIA - ECOPARK - 16:00 (MI - 4001,Express Non AC Seater 2+3,16:00:00,00:00:00,08:00:00,95.0,40,4.3,https://www.redbus.in/bus-tickets/kolkata-to-panskura,Kolkata to Panskura,South bengal
Dolphin tours and travels,A/C Seater / Sleeper (2+2),17:45:00,19:00:00,01:15:00,896.0,18,3.8,https://www.redbus.in/bus-tickets/durgapur-to-bankura,Durgapur (West Bengal) to Bankura,South bengal
Sri Balaji Parivahan,Non AC Seater (2+3),15:45:00,17:30:00,01:45:00,110.0,10,2.7,https://www.redbus.in/bus-tickets/durgapur-to-bankura,Durgapur (West Bengal) to Bankura,South bengal
SBSTC-SILIGURI - KOLKATA - VOLVO - 19:35 (BEL DEPOT) - 3926,Volvo AC Seater (2+2),19:35:00,08:35:00,13:00:00,1210.0,27,3.8,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,South bengal
Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),20:00:00,09:00:00,13:00:00,2530.0,22,4.2,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,South bengal
Lokenath Bus Service,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),21:00:00,09:00:00,12:00:00,2350.0,25,4.3,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,Siliguri to Kolkata,South bengal
FRESHBUS,Electric A/C Seater (2+2),05:50:00,12:25:00,06:35:00,349.0,24,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Andhra
FRESHBUS,Electric A/C Seater (2+2),10:25:00,17:55:00,07:30:00,349.0,37,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Andhra
FRESHBUS,Electric A/C Seater (2+2),11:20:00,18:50:00,07:30:00,349.0,39,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,Andhra
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25:00,06:15:00,06:50:00,929.0,32,4.7,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,Andhra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45:00,06:00:00,06:15:00,1069.0,28,4.6,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,Andhra
FRESHBUS,Electric A/C Seater (2+2),23:05:00,05:35:00,06:30:00,830.0,23,4.7,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,Andhra
MAHA BUS,A/C Sleeper (2+1),01:40:00,05:00:00,03:20:00,599.0,13,0.0,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam,Andhra
Gaganasri Travels,Non A/C Seater / Sleeper (2+1),23:50:00,03:30:00,03:40:00,5000.0,1,0.0,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam,Andhra
NueGo,A/C Seater (2+2),00:30:00,05:10:00,04:40:00,454.0,2,3.4,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore,Andhra
RK Travels,Non A/C Seater / Sleeper (2+1),00:40:00,05:15:00,04:35:00,399.0,27,3.6,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore,Andhra
NueGo,Electric A/C Seater (2+2),03:30:00,06:30:00,03:00:00,394.0,11,3.8,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore,Andhra
AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),03:35:00,06:50:00,03:15:00,549.0,4,3.8,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore,Andhra
NueGo,A/C Seater (2+2),05:00:00,11:25:00,06:25:00,570.0,3,4.2,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,Andhra
Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),06:00:00,11:48:00,05:48:00,700.0,17,3.7,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,Andhra
HYBUS,Bharat Benz A/C Sleeper (2+1),06:30:00,12:00:00,05:30:00,585.0,31,5.0,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,Andhra
AdHYBUS,Bharat Benz A/C Sleeper (2+1),22:30:00,04:00:00,05:30:00,585.0,20,4.4,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati,Andhra
GKT TRAVELS,A/C Seater/Sleeper (2+1),00:30:00,04:40:00,04:10:00,370.0,4,3.1,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore,Andhra
Komitla Trans lines.,A/C Sleeper (2+1),00:50:00,06:41:00,05:51:00,521.0,11,3.4,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore,Andhra
ASHITHA TRAVELS,A/C Sleeper (2+1),01:10:00,05:05:00,03:55:00,807.0,4,3.7,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore,Andhra
AdHYBUS,Bharat Benz A/C Sleeper (2+1),15:00:00,20:30:00,05:30:00,1013.0,20,4.8,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore,Andhra
Dharshini Travels,Non A/C Seater / Sleeper (2+1),22:15:00,06:00:00,07:45:00,799.0,34,3.3,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore,Andhra
Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30:00,05:00:00,06:30:00,700.0,11,3.8,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore,Andhra
Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30:00,04:45:00,06:15:00,999.0,9,4.0,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore,Andhra
AdAR & BCVR Travels,A/C Sleeper (2+1),23:15:00,05:30:00,06:15:00,1500.0,14,4.4,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore,Andhra
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45:00,06:15:00,08:30:00,600.0,24,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole,Andhra
Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30:00,06:00:00,08:30:00,500.0,28,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole,Andhra
Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),21:40:00,06:15:00,08:35:00,738.0,11,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole,Andhra
YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:05:00,01:00:00,02:55:00,1200.0,28,4.9,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore,Andhra
IntrCity SmartBus,A/C Seater / Sleeper (2+1),04:15:00,07:20:00,03:05:00,619.0,6,4.7,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore,Andhra
Go Tour Travels and Holidays,A/C Sleeper (2+1),05:00:00,09:00:00,04:00:00,1160.0,1,4.3,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore,Andhra
SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),08:00:00,15:30:00,07:30:00,350.0,11,3.0,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa,Andhra
BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:15:00,03:00:00,07:45:00,499.0,29,3.3,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa,Andhra
Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:20:00,03:25:00,08:05:00,500.0,27,3.6,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa,Andhra
AdAR & BCVR Travels,A/C Sleeper (2+1),20:40:00,04:30:00,07:50:00,900.0,24,4.6,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa,Andhra
