Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name,States
Atmaram Gobus,VE A/C Sleeper (2+1),21:00:00,07:30:00,04:30:00,1450.0,6,4.7,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30:00,08:45:00,07:15:00,1499.0,3,4.6,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Goa
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:15:00,08:05:00,05:20:00,1419.0,19,4.5,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Goa
Ashray Amrutyog,A/C Sleeper (2+1),22:05:00,09:30:00,07:35:00,1599.0,17,4.4,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 6032,Non AC Seater 2+2,18:00:00,08:00:00,02:00:00,600.0,26,4.0,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune,Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30:00,07:45:00,06:15:00,1099.0,2,4.8,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune,Goa
Atmaram Gobus,VE A/C Sleeper (2+1),21:32:00,07:02:00,04:34:00,900.0,11,4.7,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune,Goa
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30:00,06:45:00,03:15:00,600.0,22,4.6,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune,Goa
IntrCity SmartBus,AC Sleeper (2+1),18:30:00,05:25:00,23:55:00,1119.0,16,4.6,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune,Goa
IntrCity SmartBus,AC Sleeper (2+1),16:30:00,08:45:00,01:15:00,2193.0,18,4.5,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Goa
Zingbus Plus,VE A/C Sleeper (2+1),20:00:00,11:55:00,07:55:00,1782.0,17,4.4,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Goa
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),19:35:00,10:20:00,05:55:00,1945.0,15,4.4,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Goa
AdShubhra Sharma Tourist Services,A/C Sleeper (2+1),16:46:00,10:31:00,03:17:00,1400.0,21,4.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Goa
IntrCity SmartBus,AC Sleeper (2+1),17:15:00,08:45:00,02:00:00,1722.0,22,4.4,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 116186,Volvo AC Seater 2+2,18:30:00,08:00:00,02:30:00,1200.0,21,4.0,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Goa
Zingbus Plus,VE A/C Sleeper (2+1),20:50:00,09:30:00,06:20:00,1000.0,17,4.5,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Goa
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),19:40:00,10:15:00,05:55:00,1000.0,25,4.4,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Goa
IntrCity SmartBus,AC Sleeper (2+1),19:30:00,09:40:00,05:10:00,1188.0,16,4.4,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai,Goa
Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00:00,19:45:00,11:45:00,170.0,25,4.1,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa,Goa
Gajal Tours And Travels,A/C Sleeper (2+1),04:00:00,10:00:00,14:00:00,7200.0,27,3.8,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa,Goa
Rajat Travels,A/C Seater / Sleeper (2+1),06:30:00,10:30:00,17:00:00,1799.0,3,3.2,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa,Goa
PVS Tours and Travels,A/C Sleeper (2+1),07:00:00,11:00:00,18:00:00,1496.0,4,3.4,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa,Goa
PVS Tours and Travels,A/C Sleeper (2+1),10:35:00,15:00:00,01:35:00,1899.0,8,3.4,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 141293,Volvo AC Seater 2+2,19:45:00,08:15:00,04:00:00,1200.0,1,3.8,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Goa
Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00:00,10:15:00,07:15:00,2699.0,13,4.5,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),21:20:00,09:25:00,06:45:00,2799.0,5,4.5,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Goa
Streamline tours and travels,A/C Sleeper (2+1),21:00:00,10:00:00,07:00:00,2370.0,18,4.3,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 5633,Volvo AC Seater 2+2,18:30:00,08:30:00,03:00:00,800.0,27,3.6,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Goa
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00:00,07:15:00,01:15:00,999.0,20,4.5,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Goa
IntrCity SmartBus,AC Sleeper (2+1),18:00:00,07:50:00,01:50:00,879.0,29,4.4,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Goa
AdStreamline tours and travels,A/C Sleeper (2+1),17:00:00,05:30:00,22:30:00,999.0,30,3.2,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Goa
IntrCity SmartBus,AC Sleeper (2+1),17:00:00,06:40:00,23:40:00,809.0,23,4.4,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore,Goa
Kadamba Transport Corporation Limited (KTCL) - 6028,Non AC Seater 2+2,07:00:00,10:30:00,17:30:00,170.0,19,3.0,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi,Goa
National travels,Bharat Benz A/C Sleeper (2+1),16:00:00,22:15:00,14:15:00,950.0,32,3.3,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi,Goa
VRL Travels,A/C Sleeper (2+1),16:30:00,21:10:00,13:40:00,1100.0,34,3.4,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi,Goa
Shirdi Xpress,A/C Sleeper (2+1),17:00:00,21:30:00,14:30:00,650.0,28,3.3,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi,Goa
PSR Travels Goa,A/C Sleeper (2+1),17:01:00,22:30:00,15:31:00,950.0,28,3.5,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi,Goa
Ashoka Travels,A/C Sleeper (2+1),08:30:00,14:50:00,23:20:00,449.0,23,3.4,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra),Goa
Vaibhav Travels,A/C Sleeper (2+1),10:20:00,18:50:00,05:10:00,350.0,34,3.4,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra),Goa
URL Travels Neeta,A/C Sleeper (2+1),10:30:00,17:00:00,03:30:00,450.0,21,3.3,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra),Goa
KTC Travels (Neeta),A/C Sleeper (2+1),12:30:00,19:00:00,07:30:00,499.0,23,4.0,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra),Goa
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00:00,10:00:00,06:00:00,850.0,34,3.6,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa,Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),23:15:00,08:00:00,07:15:00,1850.0,28,3.0,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa,Goa
Zingbus Plus,AC Sleeper (2+1),00:00:00,09:00:00,09:00:00,1499.0,12,4.4,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa,Goa
S R Travels,A/C Seater/Sleeper (2+1),18:45:00,07:00:00,01:45:00,700.0,16,2.8,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00:00,07:00:00,02:00:00,735.0,24,2.7,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur,Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45:00,04:30:00,00:15:00,949.0,26,1.9,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur,Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00:00,08:30:00,03:30:00,850.0,24,2.8,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur,Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00:00,04:30:00,23:30:00,1550.0,12,3.9,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur,Goa
IntrCity SmartBus,AC Sleeper (2+1),16:40:00,04:00:00,20:40:00,1044.0,23,4.8,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur,Goa
IntrCity SmartBus,AC Sleeper (2+1),18:10:00,04:45:00,22:55:00,899.0,26,3.7,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur,Goa
IntrCity SmartBus,AC Sleeper (2+1),15:40:00,03:00:00,18:40:00,978.0,17,4.4,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur,Goa
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:00:00,11:45:00,21:45:00,200.0,41,4.3,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30:00,17:15:00,08:45:00,200.0,41,3.7,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30:00,20:00:00,14:30:00,200.0,42,4.6,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00:00,06:05:00,01:05:00,675.0,25,3.0,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur),Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00:00,02:00:00,21:00:00,1550.0,15,3.6,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur),Goa
PSR Travels Goa,A/C Sleeper (2+1),18:30:00,04:15:00,22:45:00,900.0,25,3.5,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur),Goa
PSR Travels Goa,A/C Sleeper (2+1),18:30:00,04:15:00,22:45:00,3000.0,36,3.5,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur),Goa
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45:00,10:00:00,07:45:00,675.0,36,2.8,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa,Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),23:59:00,08:00:00,07:59:00,1850.0,32,3.8,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa,Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30:00,06:00:00,02:30:00,1139.0,24,2.1,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 159017,A/C Seater (2+3),06:00:00,07:15:00,13:15:00,200.0,46,4.2,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 159018,A/C Seater (2+3),07:00:00,08:15:00,15:15:00,200.0,47,2.9,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:00:00,11:15:00,21:15:00,200.0,45,3.7,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),11:45:00,13:00:00,00:45:00,200.0,47,2.9,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 99708,AC Seater (2+2),07:30:00,09:10:00,16:40:00,200.0,41,3.7,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa),Goa
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45:00,15:30:00,05:15:00,200.0,41,4.2,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa),Goa
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00:00,17:30:00,09:30:00,200.0,42,4.0,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa),Goa
Kadamba Transport Corporation Limited (KTCL) - 159022,A/C Seater (2+3),08:00:00,09:10:00,17:10:00,200.0,42,2.6,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa),Goa
Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15:00,11:25:00,21:40:00,200.0,42,5.0,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa),Goa
Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30:00,12:55:00,00:25:00,200.0,47,3.1,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa),Goa
Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),12:00:00,13:10:00,01:10:00,200.0,48,4.8,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa),Goa
Kadamba Transport Corporation Limited (KTCL) - 132897,Non AC Seater (2+2),23:00:00,08:00:00,07:00:00,450.0,33,1.7,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa,Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),23:45:00,08:00:00,07:45:00,1400.0,19,2.7,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 6028,Non AC Seater 2+2,08:00:00,10:30:00,18:30:00,140.0,22,3.6,https://www.redbus.in/bus-tickets/marcel-to-belagavi,Marcel to Belagavi,Goa
Kadamba Transport Corporation Limited (KTCL) - 6028,Non AC Seater 2+2,07:30:00,10:30:00,18:00:00,150.0,17,3.6,https://www.redbus.in/bus-tickets/ponda-to-belagavi,Ponda to Belagavi,Goa
Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00:00,18:45:00,10:45:00,140.0,25,3.6,https://www.redbus.in/bus-tickets/belagavi-to-marcel,Belagavi to Marcel,Goa
Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00:00,19:15:00,11:15:00,150.0,25,4.0,https://www.redbus.in/bus-tickets/belagavi-to-ponda,Belagavi to Ponda,Goa
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:31:00,11:45:00,22:16:00,150.0,41,3.6,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),16:01:00,17:15:00,09:16:00,150.0,41,4.3,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),19:00:00,20:00:00,15:00:00,150.0,42,3.6,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00:00,04:00:00,23:00:00,490.0,24,3.5,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli,Goa
Vaibhav Travels,A/C Sleeper (2+1),10:20:00,18:45:00,05:05:00,350.0,34,3.4,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli,Goa
IntrCity SmartBus,AC Sleeper (2+1),15:40:00,23:45:00,15:25:00,600.0,17,4.4,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli,Goa
IntrCity SmartBus,AC Sleeper (2+1),16:40:00,00:45:00,17:25:00,1044.0,23,4.4,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli,Goa
IntrCity SmartBus,AC Sleeper (2+1),18:10:00,01:30:00,19:40:00,899.0,26,4.4,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli,Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00:00,04:30:00,23:30:00,505.0,25,3.1,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj,Goa
Vaibhav Travels,A/C Sleeper (2+1),20:00:00,05:42:00,01:42:00,699.0,31,3.7,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj,Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00:00,01:30:00,20:30:00,1550.0,13,2.6,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj,Goa
PSR Travels Goa,A/C Sleeper (2+1),18:30:00,02:35:00,21:05:00,900.0,25,3.5,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj,Goa
Kadamba Transport Corporation Limited (KTCL) - 158962,A/C Seater (2+3),05:15:00,07:15:00,12:30:00,400.0,45,3.5,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 158965,A/C Seater (2+3),08:30:00,10:30:00,19:00:00,400.0,47,3.6,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:00:00,17:00:00,08:00:00,400.0,46,3.4,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 159022,A/C Seater (2+3),08:00:00,08:25:00,16:25:00,150.0,42,3.6,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 159654,A/C Seater (2+3),08:15:00,08:45:00,17:00:00,150.0,42,3.6,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15:00,10:45:00,21:00:00,150.0,42,3.8,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30:00,11:00:00,21:30:00,150.0,47,3.6,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30:00,12:30:00,23:00:00,400.0,47,3.6,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao,Goa
Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),12:30:00,14:30:00,03:00:00,400.0,45,3.6,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao,Goa
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00:00,18:00:00,10:00:00,400.0,47,3.6,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao,Goa
Kadamba Transport Corporation Limited (KTCL) - 99708,AC Seater (2+2),07:30:00,08:31:00,16:01:00,150.0,41,4.3,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Goa Airport to Panaji,Goa
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45:00,14:46:00,04:31:00,150.0,41,4.3,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Goa Airport to Panaji,Goa
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00:00,17:00:00,09:00:00,150.0,42,4.3,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Goa Airport to Panaji,Goa
PSR Travels Goa,A/C Sleeper (2+1),18:00:00,09:00:00,03:00:00,1699.0,16,3.5,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa,Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),14:30:00,09:30:00,00:00:00,2080.0,20,3.5,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa,Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),15:00:00,08:00:00,23:00:00,1850.0,29,3.0,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa,Goa
Hans Travels (I) Private Limited,A/C Sleeper (2+1),20:19:00,10:39:00,06:58:00,1600.0,16,1.7,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 8355,Non AC Seater 2+2,15:00:00,01:03:00,16:03:00,450.0,38,3.6,https://www.redbus.in/bus-tickets/goa-to-shimoga,Goa to Shivamogga,Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30:00,02:30:00,20:00:00,800.0,28,3.2,https://www.redbus.in/bus-tickets/goa-to-shimoga,Goa to Shivamogga,Goa
Kadamba Transport Corporation Limited (KTCL) - 6032,Non AC Seater 2+2,18:00:00,03:00:00,21:00:00,550.0,28,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara,Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30:00,07:00:00,05:30:00,999.0,2,5.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara,Goa
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30:00,08:00:00,06:30:00,990.0,16,4.6,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara,Goa
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30:00,04:40:00,01:10:00,600.0,22,4.9,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara,Goa
Kadamba Transport Corporation Limited (KTCL) - 158965,A/C Seater (2+3),09:25:00,10:30:00,19:55:00,200.0,47,3.9,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport,Panaji to Mopa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 159647,A/C Seater (2+3),10:30:00,11:30:00,22:00:00,200.0,47,3.3,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport,Panaji to Mopa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),13:30:00,14:30:00,04:00:00,200.0,46,3.6,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport,Panaji to Mopa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55:00,17:00:00,08:55:00,200.0,46,2.3,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport,Panaji to Mopa Airport,Goa
Kadamba Transport Corporation Limited (KTCL) - 6028,Non AC Seater 2+2,08:30:00,10:30:00,19:00:00,140.0,20,3.6,https://www.redbus.in/bus-tickets/saquelim-to-belagavi,Saquelim to Belagavi,Goa
PSR Travels Goa,A/C Sleeper (2+1),19:15:00,10:00:00,05:15:00,1399.0,19,3.5,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi,Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00:00,11:00:00,06:00:00,1550.0,12,2.1,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi,Goa
Hans Travels (I) Private Limited,A/C Sleeper (2+1),12:30:00,04:15:00,16:45:00,1400.0,22,1.6,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi,Goa
Sea Bird Tourist,A/C Sleeper (2+1),19:00:00,20:30:00,15:30:00,11000.0,15,3.0,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi,Goa
UNIQUE TOURS AND TRAVELS,A/C Seater Push Back (2+1),08:30:00,20:00:00,04:30:00,400.0,17,3.2,https://www.redbus.in/bus-tickets/calangute-goa-to-goa,Calangute (goa) to Goa,Goa
Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),12:30:00,13:25:00,01:55:00,200.0,47,3.6,https://www.redbus.in/bus-tickets/mopa-airport-to-panaji,Mopa Airport to Panaji,Goa
Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00:00,18:15:00,10:15:00,140.0,25,3.6,https://www.redbus.in/bus-tickets/belagavi-to-saquelim,Belagavi to Saquelim,Goa
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:00:00,10:31:00,20:31:00,100.0,41,3.6,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,Calangute (goa) to Panaji,Goa
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30:00,16:01:00,07:31:00,100.0,41,3.6,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,Calangute (goa) to Panaji,Goa
M R Travels,A/C Seater / Sleeper (2+1),15:55:00,20:00:00,04:05:00,550.0,10,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer,Rajasthan
Jain travels regd,NON AC Seater/ Sleeper (2+1),17:00:00,22:55:00,05:55:00,330.0,38,4.1,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer,Rajasthan
Jakhar Travels,NON A/C Seater/ Sleeper (2+1),18:00:00,23:15:00,05:15:00,450.0,29,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer,Rajasthan
V k jain travels,A/C Seater / Sleeper (2+1),18:15:00,23:20:00,05:05:00,500.0,38,3.0,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer,Rajasthan
M R Travels,NON A/C Seater/ Sleeper (2+1),18:30:00,23:40:00,05:10:00,495.0,30,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer,Rajasthan
Jain travels regd,A/C Seater / Sleeper (2+1),17:20:00,20:45:00,03:25:00,300.0,25,4.0,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan),Rajasthan
Jain travels regd,NON AC Seater / Sleeper 2+1,19:30:00,23:00:00,03:30:00,350.0,33,4.0,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan),Rajasthan
